sme_id,year,state,sector,size_category,annual_revenue_ngn,innovations_adopted,innovation_intensity,constraints_faced,constraint_severity,revenue_growth_rate,profitability_rate,employee_growth_rate,digital_readiness_score,access_to_finance,government_support,num_employees,years_in_operation,export_orientation,formal_registration
32998,2022,Oyo,Energy,Medium (50-249),905106.32,E-commerce Platform; Online Learning Platform; Mobile Payment System,0.188,Infrastructure Limitations; Access to Credit; Limited Technical Support; High Internet Costs,4.79,15.34,-3.5,-20.08,3.5,Difficult,None,112,11,Yes,No
32999,2022,Ebonyi,Real Estate,Small (10-49),403344.23,E-commerce Platform; AI/ML Tools; Financial Technology,0.188,Financial Constraints; Market Access; Infrastructure Limitations; Access to Credit; Government Policy Uncertainty; Limited R&D Investment; Limited Technical Support,4.29,-2.38,16.0,-9.21,1.0,Easy,Minimal,5,16,Yes,Yes
33000,2022,Katsina,Manufacturing,Small (10-49),29931001.57,Automation Software; IoT Solutions; Blockchain Technology; Social Media Marketing,0.25,Competition from Large Firms; Limited R&D Investment,3.06,20.69,9.94,4.4,2.02,Moderate,None,162,20,No,No
33001,2022,Ondo,Education,Medium (50-249),3637873.28,Digital Marketing; Financial Technology; AI/ML Tools,0.188,Financial Constraints; Power Supply Issues; Regulatory Barriers; Access to Credit; Technology Infrastructure,2.41,-5.09,16.99,-6.45,2.72,Difficult,Moderate,27,22,No,No
33002,2022,Kebbi,Tourism,Micro (1-9),78058.99,,0.0,Regulatory Barriers; Digital Literacy; Competition from Large Firms; Infrastructure Limitations; Power Supply Issues; Limited Technical Support; Market Access; High Internet Costs,1.51,25.99,5.64,18.43,1.77,Very Difficult,None,146,18,Yes,No
33003,2022,Cross River,Tourism,Micro (1-9),301573.28,IoT Solutions; Data Analytics; Mobile Payment System; Smart Agriculture,0.25,Competition from Large Firms,3.78,33.74,-2.33,0.58,3.09,Difficult,None,13,24,No,Yes
33004,2022,Jigawa,Energy,Medium (50-249),7798129.93,Digital Marketing; AI/ML Tools; Cloud Computing; IoT Solutions,0.25,High Internet Costs,1.12,15.27,5.82,17.03,4.85,Moderate,Minimal,81,9,Yes,Yes
33005,2022,Akwa Ibom,Healthcare,Medium (50-249),243514.45,IoT Solutions,0.062,Talent Acquisition; Limited R&D Investment; Competition from Large Firms; Limited Technical Support; Power Supply Issues; Regulatory Barriers; Infrastructure Limitations,2.43,-10.13,0.58,-18.58,1.47,Difficult,None,193,11,No,No
33006,2022,Kaduna,Technology,Small (10-49),114238.51,IoT Solutions; Automation Software,0.125,Government Policy Uncertainty; Access to Credit; Technology Infrastructure; Power Supply Issues; Technical Skills Gap; Competition from Large Firms; Limited R&D Investment,3.71,22.4,22.16,13.55,1.0,Difficult,None,179,25,Yes,Yes
33007,2022,Benue,Healthcare,Micro (1-9),128689.13,Supply Chain Management; Data Analytics,0.125,Competition from Large Firms; Limited Technical Support,3.85,8.06,-11.91,-25.64,5.0,Difficult,None,136,25,Yes,Yes
33008,2022,Jigawa,Financial Services,Medium (50-249),10248128.68,Financial Technology,0.062,Technical Skills Gap; Competition from Large Firms,4.68,12.72,13.63,-8.84,2.04,Difficult,None,56,5,Yes,Yes
33009,2022,Kogi,Financial Services,Small (10-49),776267.23,Supply Chain Management; Blockchain Technology,0.125,Digital Literacy; Market Access; Infrastructure Limitations; Limited Technical Support,4.03,-12.35,3.64,-2.08,1.0,Moderate,Minimal,228,3,No,Yes
33010,2022,Nasarawa,Healthcare,Micro (1-9),516062.2,Smart Agriculture; AI/ML Tools; Automation Software; Digital Marketing,0.25,Limited Technical Support,1.43,5.43,15.43,-34.62,4.32,Easy,Minimal,202,8,No,No
33011,2022,Ekiti,Manufacturing,Small (10-49),116455.4,CRM Systems; Supply Chain Management,0.125,Technical Skills Gap; Competition from Large Firms; Infrastructure Limitations; Limited R&D Investment; Government Policy Uncertainty; Digital Literacy; Power Supply Issues; Market Access,1.76,-7.28,10.05,-9.5,4.5,Difficult,None,107,22,Yes,No
33012,2022,Akwa Ibom,Real Estate,Micro (1-9),54253.41,IoT Solutions; Smart Agriculture; Social Media Marketing; Online Learning Platform; Data Analytics,0.312,High Internet Costs,4.38,8.7,27.39,-7.64,1.0,Difficult,Minimal,152,5,Yes,Yes
33013,2022,Niger,Education,Micro (1-9),94168.6,Smart Agriculture; E-commerce Platform; Blockchain Technology; Supply Chain Management,0.25,High Internet Costs; Technical Skills Gap; Technology Infrastructure; Power Supply Issues; Competition from Large Firms; Market Access; Financial Constraints,3.38,1.09,16.88,-9.13,5.0,Easy,None,99,18,Yes,Yes
33014,2022,Oyo,Energy,Micro (1-9),266241.5,Automation Software; Social Media Marketing; Data Analytics; Online Learning Platform,0.25,Regulatory Barriers; Market Access; Access to Credit; Talent Acquisition; Technical Skills Gap; Power Supply Issues,1.13,25.39,16.97,7.99,2.98,Easy,Moderate,210,5,Yes,Yes
33015,2022,Enugu,Financial Services,Medium (50-249),4456468.89,E-commerce Platform; IoT Solutions; Automation Software,0.188,Competition from Large Firms; Infrastructure Limitations; Talent Acquisition; Regulatory Barriers; Power Supply Issues; Access to Credit; Technical Skills Gap; Digital Literacy,1.01,21.66,8.49,8.56,5.0,Difficult,Minimal,220,6,No,No
33016,2022,Bauchi,Services,Small (10-49),9055793.2,Financial Technology,0.062,Financial Constraints; Technology Infrastructure; Infrastructure Limitations; Market Access; Regulatory Barriers; Limited Technical Support; Digital Literacy; Government Policy Uncertainty,2.72,10.07,20.77,15.64,1.08,Moderate,None,29,24,No,Yes
33017,2022,Kebbi,Tourism,Micro (1-9),382498.31,Smart Agriculture; CRM Systems,0.125,Regulatory Barriers; Digital Literacy; Financial Constraints; Infrastructure Limitations; Competition from Large Firms; Talent Acquisition; High Internet Costs; Technology Infrastructure,2.97,-0.98,-7.93,20.25,4.45,Moderate,Moderate,153,3,Yes,No
33018,2022,Sokoto,Retail,Micro (1-9),203725.43,Supply Chain Management,0.062,Limited Technical Support; Technical Skills Gap,2.46,33.14,7.0,-12.0,5.0,Difficult,Minimal,144,1,Yes,Yes
33019,2022,Ebonyi,Food & Beverage,Medium (50-249),6678380.51,Social Media Marketing; Mobile Payment System; Telemedicine; Data Analytics,0.25,Power Supply Issues; Technology Infrastructure; Market Access; Digital Literacy; Talent Acquisition; Technical Skills Gap; High Internet Costs; Financial Constraints,3.21,2.01,13.47,27.74,1.0,Difficult,Moderate,238,23,Yes,Yes
33020,2022,Lagos,Education,Small (10-49),4308263.02,Online Learning Platform; Cloud Computing,0.125,Limited Technical Support; Talent Acquisition; Technical Skills Gap; Competition from Large Firms; Government Policy Uncertainty; Financial Constraints; Market Access,4.6,-12.9,23.3,4.09,2.38,Difficult,Minimal,155,12,No,No
33021,2022,Nasarawa,Construction,Micro (1-9),172322.72,Financial Technology; Mobile Payment System; Data Analytics; AI/ML Tools,0.25,Limited R&D Investment; Limited Technical Support; High Internet Costs; Regulatory Barriers; Infrastructure Limitations; Technical Skills Gap; Digital Literacy; Competition from Large Firms,4.08,32.72,15.6,-8.8,5.0,Moderate,Minimal,141,4,No,Yes
33022,2022,Katsina,Real Estate,Micro (1-9),317305.38,,0.0,High Internet Costs; Power Supply Issues; Limited R&D Investment; Infrastructure Limitations; Technology Infrastructure; Government Policy Uncertainty,3.0,1.77,10.74,-5.92,3.29,Difficult,None,88,22,No,No
33023,2022,Kano,Real Estate,Small (10-49),547607.71,E-commerce Platform; Telemedicine,0.125,Limited R&D Investment,4.05,-17.24,12.55,27.63,1.66,Moderate,Minimal,197,8,Yes,Yes
33024,2022,Adamawa,Transportation,Micro (1-9),46862.74,,0.0,Technical Skills Gap,3.21,38.58,9.08,-7.12,3.16,Easy,Moderate,155,17,No,Yes
33025,2022,Rivers,Agriculture,Small (10-49),1091553.73,,0.0,High Internet Costs; Access to Credit; Technical Skills Gap; Technology Infrastructure,2.65,-33.68,26.81,0.1,2.26,Difficult,Minimal,202,9,No,Yes
33026,2022,Adamawa,Food & Beverage,Micro (1-9),20568.38,,0.0,Technical Skills Gap; Infrastructure Limitations,2.01,-22.18,13.97,6.93,4.21,Difficult,Minimal,250,24,No,Yes
33027,2022,Cross River,Mining,Micro (1-9),862281.94,Telemedicine; Digital Marketing; Online Learning Platform,0.188,High Internet Costs; Financial Constraints; Digital Literacy; Limited Technical Support; Technical Skills Gap; Infrastructure Limitations,2.61,11.72,7.75,-0.12,2.7,Moderate,Minimal,27,12,Yes,Yes
33028,2022,Akwa Ibom,Construction,Micro (1-9),36397.47,,0.0,Technical Skills Gap; Power Supply Issues; Talent Acquisition,3.45,-5.91,16.62,-5.75,4.54,Moderate,Significant,52,2,No,No
33029,2022,Bayelsa,Technology,Micro (1-9),108321.87,Smart Agriculture; Data Analytics; Telemedicine,0.188,Access to Credit; Technology Infrastructure; Regulatory Barriers; Market Access; Talent Acquisition; High Internet Costs,2.19,23.76,20.15,7.95,2.45,Very Difficult,Minimal,56,25,No,No
33030,2022,Kano,Construction,Small (10-49),987032.85,Blockchain Technology; Mobile Payment System,0.125,Digital Literacy,1.66,-4.84,10.17,-0.89,1.61,Difficult,Minimal,164,18,No,Yes
33031,2022,Kaduna,Retail,Micro (1-9),289589.42,AI/ML Tools; Data Analytics; Financial Technology; Online Learning Platform; Mobile Payment System,0.312,Limited Technical Support; Regulatory Barriers; High Internet Costs; Market Access; Limited R&D Investment,3.8,8.21,15.81,5.99,5.0,Moderate,Moderate,77,1,No,Yes
33032,2022,Zamfara,Food & Beverage,Micro (1-9),386282.51,CRM Systems,0.062,Technology Infrastructure; Technical Skills Gap; Competition from Large Firms,4.84,-17.77,21.32,-7.51,3.42,Difficult,Moderate,105,7,Yes,Yes
33033,2022,Kaduna,Agriculture,Micro (1-9),72731.02,Automation Software; Mobile Payment System; Financial Technology; Telemedicine; Digital Marketing,0.312,Financial Constraints; Power Supply Issues; Regulatory Barriers,1.59,0.15,21.8,20.49,1.0,Difficult,None,151,5,Yes,Yes
33034,2022,FCT,Energy,Small (10-49),334085.42,Mobile Payment System; Social Media Marketing; Automation Software; AI/ML Tools,0.25,Technology Infrastructure; High Internet Costs; Technical Skills Gap; Government Policy Uncertainty,1.71,-0.8,6.27,2.35,1.0,Very Difficult,Moderate,10,12,Yes,No
33035,2022,Yobe,Tourism,Small (10-49),13248022.75,Online Learning Platform,0.062,Limited R&D Investment; Government Policy Uncertainty; Limited Technical Support; Power Supply Issues; Technical Skills Gap; Technology Infrastructure; Regulatory Barriers; Talent Acquisition,2.55,-32.81,6.37,-18.86,1.0,Difficult,None,222,13,Yes,Yes
33036,2022,Kogi,Tourism,Micro (1-9),25373.41,Financial Technology; Digital Marketing; Telemedicine; CRM Systems; Cloud Computing,0.312,Competition from Large Firms; Talent Acquisition; Regulatory Barriers; Digital Literacy,4.89,-28.06,7.74,1.73,5.0,Easy,Moderate,39,18,Yes,No
33037,2022,Enugu,Tourism,Micro (1-9),4814648.75,CRM Systems; AI/ML Tools; Social Media Marketing; Cloud Computing; Mobile Payment System,0.312,Financial Constraints; Technology Infrastructure,2.2,28.46,3.14,14.59,2.41,Very Difficult,Minimal,53,3,No,Yes
33038,2022,Enugu,Food & Beverage,Small (10-49),2577280.52,Telemedicine,0.062,Power Supply Issues; Infrastructure Limitations; Technology Infrastructure; Technical Skills Gap; Limited Technical Support; Digital Literacy,1.43,11.14,6.5,39.09,5.0,Moderate,None,65,13,Yes,No
33039,2022,Zamfara,Real Estate,Micro (1-9),138167.8,Online Learning Platform; Cloud Computing; IoT Solutions; Automation Software; Data Analytics,0.312,Limited R&D Investment; Access to Credit,1.72,17.43,10.15,1.73,2.91,Difficult,None,52,8,No,No
33040,2022,Niger,Manufacturing,Medium (50-249),1709196.14,Social Media Marketing; Smart Agriculture; Automation Software; Telemedicine; IoT Solutions,0.312,Digital Literacy; Technology Infrastructure; Government Policy Uncertainty; Market Access; High Internet Costs; Financial Constraints; Regulatory Barriers,1.43,-7.11,11.61,1.53,2.06,Moderate,Significant,30,25,No,Yes
33041,2022,Oyo,Energy,Micro (1-9),17723.63,Smart Agriculture,0.062,Access to Credit; Limited Technical Support; Financial Constraints; Market Access; Digital Literacy; Technology Infrastructure; Infrastructure Limitations; High Internet Costs,3.85,1.26,11.53,20.69,1.98,Moderate,Minimal,50,23,No,Yes
33042,2022,Ebonyi,Manufacturing,Micro (1-9),170547.56,Cloud Computing; Blockchain Technology; Mobile Payment System; Online Learning Platform,0.25,Infrastructure Limitations; Access to Credit; Digital Literacy; Talent Acquisition,2.75,-16.69,9.74,-16.61,1.01,Moderate,None,209,12,Yes,No
33043,2022,FCT,Services,Small (10-49),18098230.57,Telemedicine,0.062,Competition from Large Firms,1.27,-0.62,21.1,-4.2,5.0,Moderate,Significant,42,11,No,Yes
33044,2022,Oyo,Retail,Micro (1-9),180815.08,Telemedicine; Social Media Marketing; CRM Systems; Mobile Payment System; Online Learning Platform,0.312,Competition from Large Firms; Market Access; Technical Skills Gap; Limited Technical Support; Infrastructure Limitations; Financial Constraints,3.01,13.09,2.92,1.68,1.03,Moderate,Minimal,63,13,No,Yes
33045,2022,Bayelsa,Education,Small (10-49),16137.74,Data Analytics; CRM Systems; Blockchain Technology; Financial Technology; Supply Chain Management,0.312,High Internet Costs; Talent Acquisition; Digital Literacy; Limited R&D Investment; Government Policy Uncertainty; Technology Infrastructure; Infrastructure Limitations; Competition from Large Firms,2.73,7.14,5.26,20.27,2.9,Difficult,None,149,19,No,No
33046,2022,Kaduna,Services,Micro (1-9),338329.04,Automation Software; E-commerce Platform; Financial Technology,0.188,Infrastructure Limitations; Access to Credit; Regulatory Barriers; Limited Technical Support; Government Policy Uncertainty; Technical Skills Gap,4.11,1.55,-4.25,-3.42,2.9,Moderate,None,63,24,No,Yes
33047,2022,Plateau,Mining,Small (10-49),2976528.11,,0.0,Technical Skills Gap,3.44,-8.27,6.33,15.12,2.8,Difficult,Significant,218,1,No,No
33048,2022,Zamfara,Financial Services,Micro (1-9),68902.27,Online Learning Platform,0.062,Technology Infrastructure; Infrastructure Limitations; Competition from Large Firms; Regulatory Barriers,3.48,-16.24,9.02,14.15,2.04,Difficult,Minimal,84,13,No,Yes
33049,2022,Lagos,Food & Beverage,Micro (1-9),97442.82,AI/ML Tools,0.062,Technical Skills Gap; Market Access; High Internet Costs; Government Policy Uncertainty; Limited Technical Support,2.44,-2.98,16.61,0.19,4.68,Moderate,Minimal,81,14,Yes,Yes
33050,2022,Cross River,Services,Medium (50-249),316235.71,Mobile Payment System; Smart Agriculture; E-commerce Platform; Digital Marketing,0.25,Market Access; Limited Technical Support; Technical Skills Gap,1.17,29.77,21.41,29.13,4.48,Difficult,None,247,9,Yes,No
33051,2022,Cross River,Services,Small (10-49),310131.08,Cloud Computing; Smart Agriculture,0.125,Financial Constraints; Power Supply Issues; Technical Skills Gap; Digital Literacy; Infrastructure Limitations,2.55,32.48,11.42,21.11,3.01,Difficult,None,185,15,Yes,Yes
33052,2022,Ogun,Energy,Small (10-49),1032765.07,Digital Marketing; Automation Software,0.125,Regulatory Barriers,3.14,30.87,19.82,21.94,1.0,Difficult,Minimal,3,12,Yes,Yes
33053,2022,Enugu,Real Estate,Small (10-49),2039450.99,Data Analytics; Smart Agriculture; Supply Chain Management; Social Media Marketing; Online Learning Platform,0.312,Technology Infrastructure; Power Supply Issues,1.39,35.01,19.97,-3.44,4.5,Difficult,None,158,19,Yes,Yes
33054,2022,Lagos,Mining,Small (10-49),1883205.27,Blockchain Technology; CRM Systems; Social Media Marketing,0.188,Limited Technical Support,3.89,-7.32,-2.82,15.54,1.52,Easy,None,35,19,Yes,Yes
33055,2022,FCT,Education,Micro (1-9),316483.54,Social Media Marketing; CRM Systems,0.125,High Internet Costs; Limited R&D Investment; Financial Constraints,3.03,2.4,3.72,2.87,4.2,Difficult,Minimal,226,11,Yes,Yes
33056,2022,Zamfara,Construction,Micro (1-9),634135.5,Telemedicine; AI/ML Tools; Digital Marketing; IoT Solutions,0.25,Access to Credit; Government Policy Uncertainty,2.93,18.42,10.07,11.2,2.19,Difficult,Minimal,78,17,No,Yes
33057,2022,Benue,Mining,Micro (1-9),188642.91,Data Analytics; Digital Marketing; AI/ML Tools,0.188,Government Policy Uncertainty; Financial Constraints; Access to Credit,3.1,-8.12,8.84,7.12,4.28,Easy,None,126,12,No,Yes
33058,2022,Rivers,Mining,Micro (1-9),71958.17,Cloud Computing,0.062,Financial Constraints; Regulatory Barriers; Limited Technical Support,1.82,-2.68,10.67,9.18,3.64,Difficult,None,134,9,Yes,Yes
33059,2022,Kebbi,Tourism,Micro (1-9),1991497.3,Blockchain Technology; Mobile Payment System,0.125,Financial Constraints; High Internet Costs,2.92,7.15,10.99,24.99,3.18,Easy,Moderate,239,19,No,Yes
33060,2022,Bauchi,Education,Micro (1-9),166291.51,Mobile Payment System; Social Media Marketing; Telemedicine,0.188,Government Policy Uncertainty; Talent Acquisition; Power Supply Issues; High Internet Costs; Competition from Large Firms; Technology Infrastructure; Limited Technical Support,3.08,-0.01,13.82,-9.02,3.89,Moderate,Moderate,114,25,Yes,Yes
33061,2022,Delta,Financial Services,Small (10-49),122061.6,,0.0,Competition from Large Firms; Financial Constraints; Government Policy Uncertainty; Limited R&D Investment; Talent Acquisition; Regulatory Barriers; Infrastructure Limitations,2.92,-7.34,7.06,9.08,4.52,Moderate,Minimal,83,25,Yes,Yes
33062,2022,Sokoto,Construction,Micro (1-9),627490.48,AI/ML Tools; Smart Agriculture,0.125,Infrastructure Limitations,3.13,-12.81,10.4,4.71,4.18,Moderate,Minimal,244,24,No,No
33063,2022,Kogi,Food & Beverage,Micro (1-9),330221.44,CRM Systems; Smart Agriculture,0.125,Limited R&D Investment; Regulatory Barriers; Competition from Large Firms; Technology Infrastructure; Limited Technical Support,3.47,30.91,18.62,23.92,4.62,Very Difficult,Moderate,197,18,No,Yes
33064,2022,Kano,Financial Services,Micro (1-9),482932.43,Social Media Marketing,0.062,Access to Credit; Regulatory Barriers,1.53,37.76,11.85,-6.18,2.99,Moderate,Minimal,143,13,No,Yes
33065,2022,Benue,Energy,Small (10-49),1230180.96,Supply Chain Management; CRM Systems,0.125,Regulatory Barriers; Financial Constraints; High Internet Costs; Power Supply Issues; Technology Infrastructure; Technical Skills Gap; Digital Literacy,1.0,16.32,21.24,17.36,4.73,Difficult,Minimal,95,18,Yes,Yes
33066,2022,Gombe,Education,Micro (1-9),177668.99,Mobile Payment System,0.062,Regulatory Barriers; Financial Constraints; Government Policy Uncertainty; Limited Technical Support; Power Supply Issues,2.67,-14.87,19.79,0.31,4.01,Moderate,Minimal,248,3,Yes,No
33067,2022,Bayelsa,Manufacturing,Micro (1-9),52287.1,,0.0,Market Access; Technology Infrastructure; Limited Technical Support; Limited R&D Investment; Access to Credit,1.79,13.07,19.37,35.52,2.46,Easy,None,55,4,Yes,Yes
33068,2022,Rivers,Transportation,Micro (1-9),21556.85,Digital Marketing,0.062,Government Policy Uncertainty; Competition from Large Firms; Regulatory Barriers,4.52,16.83,15.33,12.67,3.7,Difficult,Minimal,83,11,Yes,Yes
33069,2022,Kaduna,Tourism,Micro (1-9),133647.18,AI/ML Tools; Financial Technology; Data Analytics,0.188,Competition from Large Firms; Limited R&D Investment; Regulatory Barriers; Government Policy Uncertainty; Digital Literacy; Power Supply Issues; Financial Constraints,4.76,-4.73,-6.34,22.74,1.99,Difficult,Moderate,86,14,No,Yes
33070,2022,Kano,Education,Micro (1-9),6596022.79,Financial Technology; Automation Software; Digital Marketing,0.188,Technical Skills Gap,3.87,0.94,3.4,20.43,3.38,Difficult,None,33,1,No,Yes
33071,2022,Oyo,Tourism,Micro (1-9),375051.37,,0.0,Talent Acquisition; Technology Infrastructure; Regulatory Barriers; High Internet Costs; Limited Technical Support; Technical Skills Gap; Limited R&D Investment; Financial Constraints,3.02,-13.71,12.48,11.51,3.43,Easy,Moderate,30,11,No,Yes
33072,2022,Akwa Ibom,Energy,Medium (50-249),76932079.49,,0.0,Competition from Large Firms; Infrastructure Limitations; Access to Credit; Technology Infrastructure; Market Access,1.58,6.37,21.64,8.24,4.22,Difficult,Minimal,79,3,Yes,Yes
33073,2022,Zamfara,Mining,Medium (50-249),198118.86,Financial Technology; Mobile Payment System; E-commerce Platform,0.188,Government Policy Uncertainty; Competition from Large Firms; Market Access,4.86,25.2,11.0,11.3,3.43,Easy,None,115,22,Yes,Yes
33074,2022,Edo,Real Estate,Micro (1-9),19033.78,Digital Marketing; E-commerce Platform,0.125,Infrastructure Limitations; Technology Infrastructure; Limited Technical Support; Regulatory Barriers,4.36,1.73,5.28,0.83,1.0,Moderate,None,249,20,Yes,Yes
33075,2022,Kaduna,Mining,Small (10-49),371648.26,Digital Marketing; Mobile Payment System,0.125,Technical Skills Gap; Power Supply Issues; Market Access,4.38,34.07,18.38,18.58,2.8,Difficult,None,158,25,No,Yes
33076,2022,Jigawa,Healthcare,Micro (1-9),259571.17,E-commerce Platform; Telemedicine; Online Learning Platform,0.188,Technical Skills Gap; Infrastructure Limitations,3.46,23.73,11.32,7.0,1.0,Difficult,Minimal,187,14,No,Yes
33077,2022,Gombe,Retail,Small (10-49),452881.28,Digital Marketing,0.062,Government Policy Uncertainty; Digital Literacy; Competition from Large Firms,2.32,-21.08,19.76,23.21,4.9,Difficult,Significant,228,8,No,No
33078,2022,Oyo,Services,Micro (1-9),341449.38,Blockchain Technology; Supply Chain Management; Automation Software; Data Analytics,0.25,Power Supply Issues; Regulatory Barriers; Digital Literacy,4.67,5.54,-1.69,7.44,1.0,Moderate,None,25,9,Yes,Yes
33079,2022,Adamawa,Agriculture,Micro (1-9),202781.85,E-commerce Platform; Social Media Marketing; AI/ML Tools,0.188,Access to Credit; Infrastructure Limitations; Market Access; Limited Technical Support; Competition from Large Firms; Financial Constraints,2.6,-1.9,22.0,13.86,4.61,Moderate,None,44,5,No,No
33080,2022,Niger,Healthcare,Micro (1-9),214016.85,Smart Agriculture; E-commerce Platform; Digital Marketing; Financial Technology,0.25,Competition from Large Firms; Power Supply Issues; Market Access; Technology Infrastructure,3.37,14.7,2.71,17.62,5.0,Easy,None,99,10,No,Yes
33081,2022,Delta,Financial Services,Micro (1-9),925587.43,Blockchain Technology; Smart Agriculture; E-commerce Platform,0.188,Financial Constraints; Technology Infrastructure; Technical Skills Gap; Market Access,4.16,34.95,13.47,1.48,2.2,Easy,Significant,46,5,No,Yes
33082,2022,Enugu,Agriculture,Small (10-49),813072.38,Digital Marketing; IoT Solutions; Mobile Payment System; AI/ML Tools,0.25,Technology Infrastructure; Market Access; Financial Constraints; High Internet Costs,3.35,13.69,20.91,17.08,3.28,Moderate,Minimal,106,12,Yes,Yes
33083,2022,Ondo,Mining,Micro (1-9),144149.66,Supply Chain Management; Digital Marketing; Blockchain Technology,0.188,Limited R&D Investment,3.47,-1.24,11.55,-10.02,3.61,Easy,None,147,11,Yes,No
33084,2022,Benue,Transportation,Micro (1-9),43129.21,Financial Technology,0.062,High Internet Costs; Market Access; Limited Technical Support; Power Supply Issues; Financial Constraints; Access to Credit,4.18,7.51,7.3,-0.24,1.0,Very Difficult,None,193,22,Yes,No
33085,2022,Lagos,Education,Micro (1-9),231829.19,CRM Systems; Smart Agriculture; Mobile Payment System,0.188,Market Access; Financial Constraints,4.92,30.82,18.83,7.82,5.0,Very Difficult,None,112,3,No,Yes
33086,2022,Osun,Transportation,Micro (1-9),57341.9,Social Media Marketing; Mobile Payment System; CRM Systems; Supply Chain Management; Data Analytics,0.312,Access to Credit; Competition from Large Firms; Technical Skills Gap; Market Access; Power Supply Issues,1.6,-10.41,24.71,18.24,4.77,Moderate,None,36,5,No,Yes
33087,2022,Ekiti,Food & Beverage,Small (10-49),56619.95,Automation Software; Digital Marketing,0.125,Regulatory Barriers; Technical Skills Gap; Infrastructure Limitations; Technology Infrastructure; Access to Credit; Government Policy Uncertainty; Financial Constraints,3.72,39.71,20.59,7.25,1.0,Difficult,None,222,11,Yes,Yes
33088,2022,Bauchi,Energy,Small (10-49),7209059.46,Online Learning Platform; Supply Chain Management; Cloud Computing,0.188,Limited R&D Investment; High Internet Costs; Government Policy Uncertainty; Infrastructure Limitations,3.03,-19.9,-1.52,-15.35,5.0,Moderate,Minimal,198,12,No,No
33089,2022,Lagos,Transportation,Small (10-49),983453.46,Supply Chain Management; Social Media Marketing; Blockchain Technology; Smart Agriculture; E-commerce Platform,0.312,Technology Infrastructure; Market Access; Digital Literacy; Limited Technical Support; Infrastructure Limitations; Government Policy Uncertainty; Technical Skills Gap; Limited R&D Investment,3.66,8.6,23.27,15.83,2.68,Difficult,Moderate,84,9,No,Yes
33090,2022,Bayelsa,Energy,Micro (1-9),285200.1,Blockchain Technology; Mobile Payment System; AI/ML Tools; Supply Chain Management; E-commerce Platform,0.312,Competition from Large Firms; Talent Acquisition,1.97,-8.53,12.04,15.31,4.37,Very Difficult,Minimal,47,19,No,Yes
33091,2022,Adamawa,Food & Beverage,Micro (1-9),796107.71,Supply Chain Management; Blockchain Technology; Smart Agriculture,0.188,Infrastructure Limitations; Digital Literacy; Market Access; Limited Technical Support,4.9,-2.85,16.42,2.4,2.94,Moderate,Moderate,240,17,No,No
33092,2022,Osun,Agriculture,Small (10-49),75150.69,Data Analytics; AI/ML Tools; Blockchain Technology,0.188,High Internet Costs; Limited Technical Support; Technology Infrastructure; Market Access,4.56,21.72,17.17,-10.57,4.33,Difficult,None,66,22,No,Yes
33093,2022,Cross River,Transportation,Small (10-49),14271.3,Mobile Payment System; Smart Agriculture; Digital Marketing; Cloud Computing,0.25,Regulatory Barriers; Competition from Large Firms; Digital Literacy; Market Access; Access to Credit; Limited R&D Investment,4.3,20.7,11.0,5.79,3.95,Difficult,None,245,6,Yes,No
33094,2022,Kano,Retail,Small (10-49),304525.68,Data Analytics; Online Learning Platform; Cloud Computing; CRM Systems,0.25,Talent Acquisition; Government Policy Uncertainty,1.67,-10.95,24.69,-1.65,1.0,Difficult,Moderate,21,9,No,Yes
33095,2022,Ebonyi,Financial Services,Micro (1-9),164025.81,Supply Chain Management; IoT Solutions,0.125,Limited Technical Support; Government Policy Uncertainty,1.05,-8.51,6.89,12.15,4.69,Difficult,Minimal,175,1,No,Yes
33096,2022,Adamawa,Food & Beverage,Micro (1-9),17808.59,,0.0,High Internet Costs; Technical Skills Gap,1.96,-27.55,16.2,-2.64,4.96,Moderate,Minimal,18,17,Yes,Yes
33097,2022,Ebonyi,Transportation,Micro (1-9),265354.28,E-commerce Platform; Data Analytics; Telemedicine; Blockchain Technology; Online Learning Platform,0.312,Power Supply Issues; Competition from Large Firms,4.9,-15.26,-1.37,18.42,4.94,Easy,Moderate,78,24,Yes,No
33098,2022,Kano,Retail,Small (10-49),2040831.18,Cloud Computing; CRM Systems,0.125,Limited R&D Investment; Access to Credit,2.67,-12.5,23.97,-1.93,1.0,Difficult,None,20,25,Yes,No
33099,2022,Benue,Construction,Small (10-49),79372.09,,0.0,Government Policy Uncertainty; Infrastructure Limitations; Financial Constraints; Technical Skills Gap; Technology Infrastructure; Digital Literacy,4.71,-3.92,17.94,15.97,4.38,Moderate,Minimal,67,18,No,Yes
33100,2022,Kano,Healthcare,Micro (1-9),94389.74,,0.0,Technical Skills Gap; Power Supply Issues,2.13,2.81,10.43,16.8,3.99,Difficult,Minimal,67,21,Yes,Yes
33101,2022,Ebonyi,Services,Micro (1-9),531944.23,,0.0,Limited R&D Investment; Infrastructure Limitations; Limited Technical Support; High Internet Costs,4.44,-8.39,24.1,6.19,2.79,Very Difficult,Moderate,216,9,No,Yes
33102,2022,Gombe,Tourism,Micro (1-9),85789.93,Data Analytics; Social Media Marketing; AI/ML Tools; Financial Technology,0.25,Access to Credit; High Internet Costs; Regulatory Barriers,4.1,0.35,9.94,2.56,1.31,Difficult,Minimal,90,15,No,Yes
